Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales,Critic_Score,User_Score,Rating
Summoner 2,PS2,2002.0,Role-Playing,0.1,0.21,76.0,8.3,T
Metroid Prime: Trilogy,Wii,2009.0,Shooter,0.42,0.61,91.0,9.3,T
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,0.03,0.06,45.0,7.8,T
NCAA Football 10,X360,2009.0,Sports,0.87,0.94,83.0,6.7,E
Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,0.03,0.07,71.0,8.0,M
LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,0.02,0.05,66.0,8.0,E10+
Driver: Parallel Lines,Wii,2007.0,Racing,0.01,0.03,59.0,6.0,M
Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,0.23,0.46,76.0,9.1,T
Sonic Riders,GC,2006.0,Racing,0.71,0.92,59.0,8.0,E
Dark Souls III,PS4,2016.0,Role-Playing,0.65,1.65,89.0,8.8,M
Darkest of Days,X360,2009.0,Shooter,0.09,0.1,44.0,4.8,M
Tales of Xillia,PS3,2011.0,Role-Playing,0.29,1.22,78.0,8.2,T
NHL Hitz 20-03,GC,2002.0,Sports,0.06,0.08,82.0,8.4,E
NBA ShootOut 2003,PS2,2002.0,Sports,0.11,0.23,62.0,5.9,E
Hitman: Blood Money,X360,2006.0,Action,0.29,0.39,82.0,8.7,M
The Con,PSP,2005.0,Fighting,0.18,0.2,63.0,7.3,T
Electroplankton,DS,2005.0,Misc,0.01,0.03,71.0,7.0,E
FIFA Soccer 13,PSV,2012.0,Action,0.0,0.44,57.0,4.1,E
Super Dragon Ball Z,PS2,2006.0,Fighting,0.09,0.37,72.0,5.8,T
Sonic Riders,XB,2006.0,Racing,0.1,0.13,56.0,8.1,E
Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,0.47,1.25,86.0,7.6,M
LEGO Jurassic World,PS4,2015.0,Action,0.32,0.9,70.0,7.0,E10+
Spider-Man 2,XB,2004.0,Action,0.82,1.12,83.0,8.3,T
Battlefield: Hardline,PC,2015.0,Shooter,0.0,0.14,71.0,3.8,M
Shining Force NEO,PS2,2005.0,Role-Playing,0.06,0.11,69.0,8.1,T
Looney Tunes: Sheep Raider,PS,2001.0,Platform,0.07,0.12,72.0,8.8,E
MVP Baseball 2005,GC,2005.0,Sports,0.25,0.33,88.0,8.7,E
Enchanted Arms,PS3,2007.0,Role-Playing,0.17,0.2,64.0,5.9,T
Virtua Tennis 2009,Wii,2009.0,Sports,0.12,0.37,73.0,7.7,E
Smarty Pants,Wii,2007.0,Misc,0.52,1.43,65.0,7.6,E
Child of Light,PSV,2014.0,Role-Playing,0.0,0.07,83.0,7.8,E10+
LEGO Batman: The Videogame,PS2,2008.0,Action,0.72,1.27,77.0,8.9,E10+
Snoopy vs the Red Baron,PSP,2006.0,Adventure,0.04,0.05,76.0,7.8,E10+
Madden NFL 07,PSP,,Sports,0.77,0.83,78.0,6.6,E
Driv3r,PS2,2004.0,Racing,0.6,1.23,57.0,5.5,M
Darksiders,PC,2010.0,Action,0.07,0.15,83.0,7.8,M
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,1.98,5.13,68.0,7.6,T
Over the Hedge,GC,2006.0,Platform,0.27,0.35,61.0,9.3,E10+
Fantasy Life,3DS,2012.0,Role-Playing,0.33,1.13,73.0,8.6,E10+
LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,0.9,1.66,79.0,7.2,E10+
Street Fighter Anniversary Collection,PS2,2004.0,Fighting,0.32,0.66,78.0,8.7,T
Ship Simulator 2008,PC,2007.0,Simulation,0.0,0.01,62.0,6.6,E
Castlevania: Lords of Shadow,PS3,2010.0,Action,0.5,1.1,85.0,8.0,M
Braid,PC,2009.0,Platform,0.0,0.03,90.0,8.6,E10+
The Legend of Zelda: Twilight Princess,GC,2006.0,Action,1.15,1.59,96.0,9.2,T
Heroes of the Pacific,PS2,2005.0,Simulation,0.14,0.29,76.0,8.4,T
Darksiders II,WiiU,2012.0,Action,0.07,0.15,85.0,8.2,M
Murdered: Soul Suspect,XOne,2014.0,Action,0.08,0.16,51.0,7.0,M
FIFA Street 2,PS2,2006.0,Sports,0.17,0.37,59.0,7.7,E
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,0.05,0.09,44.0,5.5,T
The Legend of Legacy,3DS,2015.0,Role-Playing,0.12,0.25,67.0,7.1,E10+
Final Fantasy V Advance,GBA,2006.0,Role-Playing,0.0,0.26,83.0,7.2,E
Cel Damage,GC,2002.0,Racing,0.05,0.06,67.0,6.8,T
Rock Band,PS2,,Misc,0.71,1.11,82.0,6.8,T
Full Spectrum Warrior,XB,2004.0,Strategy,0.54,0.73,84.0,8.7,M
Tron 2.0: Killer App,XB,2004.0,Action,0.04,0.06,69.0,4.3,T
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,0.16,0.33,62.0,6.7,E10+
Rio,X360,2011.0,Misc,0.05,0.09,60.0,7.0,E10+
Major League Baseball 2K10,PS3,2010.0,Sports,0.17,0.19,74.0,5.3,E
TMNT,Wii,2007.0,Action,0.3,0.36,60.0,5.9,E10+
Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,0.04,0.53,69.0,7.6,E10+
Luigi's Mansion,GC,2001.0,Action,2.38,3.6,78.0,8.5,E
SpongeBob SquigglePants 3D,3DS,2011.0,Misc,0.13,0.19,64.0,6.0,E
Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,0.48,1.25,69.0,8.8,E
Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,0.17,0.86,72.0,9.1,T
Freedom Wars,PSV,2014.0,Role-Playing,0.15,0.65,73.0,8.3,T
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,0.06,0.2,63.0,7.0,T
Sonic Unleashed,PS2,2008.0,Platform,0.37,0.76,66.0,6.7,E10+
NCAA College Basketball 2K3,XB,2002.0,Sports,0.11,0.14,84.0,8.4,E
Point Blank 3,PS,2000.0,Shooter,0.01,0.02,78.0,8.4,T
Bomberman Land,Wii,2007.0,Misc,0.11,0.17,57.0,8.0,E
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011.0,Sports,0.08,0.19,65.0,2.4,E
Legends of Wrestling II,PS2,2002.0,Fighting,0.16,0.33,59.0,6.7,T
Dragon Ball Z: Buu's Fury,GBA,2004.0,Action,0.44,0.61,62.0,8.9,E
Pimp My Ride,Wii,2008.0,Racing,0.1,0.11,26.0,3.8,T
Resident Evil 6,XOne,2016.0,Shooter,0.04,0.05,63.0,6.3,M
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,0.69,0.82,81.0,8.2,T
Guilty Gear Dust Strikers,DS,2006.0,Fighting,0.05,0.05,60.0,5.8,T
Disney Magical World,3DS,2013.0,Adventure,0.17,0.92,71.0,7.5,E
Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,0.08,0.15,65.0,7.0,E
WWE '12,PS3,2011.0,Fighting,0.53,1.17,72.0,6.9,T
Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,0.09,0.33,80.0,8.1,M
Gunstar Super Heroes,GBA,2005.0,Shooter,0.05,0.07,83.0,8.5,E10+
The Italian Job,PS2,2003.0,Racing,0.11,0.23,55.0,6.3,T
SoulCalibur V,PS3,2012.0,Fighting,0.35,0.75,81.0,6.7,T
Spore Creatures,DS,2008.0,Simulation,0.66,1.06,65.0,6.5,E
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,0.41,1.14,79.0,8.2,T
Airblade,PS2,2001.0,Sports,0.11,0.23,70.0,5.8,T
The Crew,PS4,2014.0,Racing,0.35,1.72,61.0,5.4,T
Stronghold Legends,PC,2006.0,Strategy,0.0,0.02,57.0,7.2,T
ESPN NBA Basketball,PS2,2003.0,Sports,0.26,0.54,89.0,8.4,E
Stranglehold,X360,2007.0,Shooter,0.4,0.82,77.0,7.6,M
Tekken 6,X360,2009.0,Fighting,0.71,1.3,80.0,7.0,T
Evolve,PC,2015.0,Shooter,0.08,0.19,77.0,4.3,M
The Technomancer,PS4,2016.0,Role-Playing,0.02,0.06,60.0,6.7,M
Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,0.47,5.48,81.0,8.7,T
Divinity II: Ego Draconis,PC,2009.0,Role-Playing,0.01,0.07,72.0,7.7,M
Get On Da Mic,PS2,2004.0,Misc,0.07,0.15,49.0,6.3,T
Forgotten Realms: Demon Stone,PS2,2004.0,Action,0.1,0.2,71.0,6.8,T
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,0.0,0.11,75.0,8.5,T
The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,0.59,1.2,59.0,5.1,T
Spider-Man: Web of Shadows,DS,2008.0,Action,0.09,0.1,77.0,7.5,E10+
Portal 2,X360,2011.0,Shooter,1.41,2.08,95.0,8.5,E10+
Lara Croft and the Temple of Osiris,PC,2014.0,Action,0.0,0.02,73.0,5.4,T
Futurama,PS2,2003.0,Platform,0.04,0.07,59.0,6.6,T
BIT.TRIP SAGA,3DS,2011.0,Misc,0.09,0.14,75.0,7.8,E
Megamind: Ultimate Showdown,PS3,2010.0,Action,0.07,0.15,43.0,4.2,E10+
Aquaman: Battle for Atlantis,XB,,Action,0.01,0.01,26.0,2.7,T
Stacked with Daniel Negreanu,PS2,2006.0,Misc,0.04,0.07,63.0,5.3,T
MLB 07: The Show,PS3,2007.0,Sports,0.29,0.31,77.0,7.5,E
RIGS: Mechanized Combat League,PS4,2016.0,Action,0.03,0.11,79.0,7.9,T
Pro Evolution Soccer 2012,PS3,2011.0,Action,0.34,2.19,80.0,6.6,E
NBA Street,GC,2002.0,Sports,0.33,0.42,88.0,8.6,E
MLB Power Pros 2008,PS2,2008.0,Sports,0.05,0.15,67.0,8.5,E
Guitar Hero: World Tour,PS3,2008.0,Misc,1.1,1.92,84.0,7.5,T
Mercenaries 2: World in Flames,PS3,2008.0,Shooter,0.29,0.87,72.0,7.1,T
Neopets: The Darkest Faerie,PS2,2005.0,Adventure,0.15,0.3,61.0,8.5,E10+
NeoGeo Battle Coliseum,PS2,2005.0,Fighting,0.16,0.33,66.0,8.8,T
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,0.6,3.26,86.0,9.2,E10+
NHL 10,X360,2009.0,Sports,0.51,0.66,88.0,8.4,E10+
The Evil Within,XOne,2014.0,Action,0.35,0.67,79.0,7.3,M
Red Faction II,GC,2003.0,Shooter,0.03,0.03,79.0,7.3,M
Fairy Fencer F,PS3,2013.0,Role-Playing,0.05,0.19,65.0,7.4,T
Ghostbusters: The Video Game,X360,2009.0,Action,0.43,0.63,79.0,8.5,T
Outlaw Golf,XB,2002.0,Sports,0.22,0.29,72.0,6.9,T
Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,0.29,0.59,62.0,8.1,E
Oddworld: Munch's Oddysee,XB,2001.0,Platform,0.54,0.73,80.0,8.7,T
Supremacy MMA,PS3,2011.0,Fighting,0.07,0.12,47.0,6.5,M
Superman Returns,X360,2006.0,Action,0.23,0.26,51.0,6.2,T
Band Hero,Wii,2009.0,Misc,0.59,0.97,79.0,6.6,E10+
Pokemon Ranger,DS,2006.0,Role-Playing,1.28,2.15,69.0,7.6,E
Pro Evolution Soccer 2010,Wii,2009.0,Sports,0.12,0.51,82.0,8.4,E
Contrast,PC,2013.0,Platform,0.0,0.01,62.0,7.7,T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007.0,Role-Playing,0.38,0.75,80.0,6.9,E10+
Dragon Age II,PS3,2011.0,Action,0.4,0.83,82.0,4.3,M
Shadow of Destiny,PS2,2001.0,Adventure,0.09,0.21,78.0,8.2,T
Star Trek: Voyager Elite Force,PS2,2001.0,Shooter,0.07,0.15,52.0,6.4,T
Portal Runner,PS2,2001.0,Platform,0.06,0.13,53.0,6.7,E
Warriors: Legends of Troy,PS3,2011.0,Action,0.06,0.19,44.0,7.0,M
Fugitive Hunter: War on Terror,PS2,2003.0,Shooter,0.07,0.15,35.0,5.0,M
Pro Evolution Soccer 2013,X360,2012.0,Sports,0.08,0.31,82.0,6.9,E
Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,0.06,0.1,63.0,6.6,E10+
Pro Evolution Soccer 2010,PC,2009.0,Sports,0.0,0.01,78.0,6.9,E
Medabots: Infinity,GC,2003.0,Role-Playing,0.04,0.05,51.0,8.0,E
NHL 07,PS2,2006.0,Sports,0.42,0.51,76.0,4.6,E10+
DiRT,X360,2007.0,Racing,0.38,0.87,83.0,7.4,E
MotorStorm,PS3,2006.0,Racing,1.53,3.87,84.0,7.4,T
Tekken 5,PS2,2005.0,Fighting,0.93,3.87,88.0,8.6,T
DriveClub VR,PS4,2016.0,Racing,0.03,0.09,67.0,7.4,E
Yumi's Odd Odyssey,3DS,2013.0,Platform,0.0,0.03,74.0,7.7,E
Just Dance 2016,WiiU,2015.0,Misc,0.27,0.57,73.0,6.9,E10+
DJ Hero 2,X360,2010.0,Misc,0.64,0.82,86.0,7.9,T
Angry Birds Star Wars,XOne,2013.0,Strategy,0.11,0.16,53.0,6.9,E
MX vs. ATV Untamed,Wii,2008.0,Racing,0.28,0.33,70.0,8.3,E
The BIGS 2,PS3,2009.0,Sports,0.12,0.13,80.0,7.6,E10+
Resident Evil 5,X360,2009.0,Action,2.11,3.5,83.0,7.5,M
Lumines: Electronic Symphony,PSV,2012.0,Misc,0.09,0.23,83.0,7.8,E
F1 2010,PC,2010.0,Racing,0.0,0.05,84.0,6.6,E
Tiger Woods PGA Tour 14,X360,2013.0,Sports,0.21,0.35,77.0,6.2,E
Shadow The Hedgehog,GC,2005.0,Platform,0.76,0.99,51.0,6.6,E10+
Dragon Ball Z: Budokai 2,GC,2004.0,Fighting,0.21,0.27,66.0,5.8,T
Midway Arcade Treasures,GC,2003.0,Misc,0.13,0.17,72.0,8.2,T
The Crew: Wild Run,XOne,2015.0,Action,0.0,0.02,65.0,6.6,T
MX vs. ATV: Alive,X360,2011.0,Racing,0.37,0.55,63.0,7.2,E
Demigod,PC,2009.0,Strategy,0.0,0.02,76.0,7.9,T
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006.0,Platform,0.44,0.49,57.0,5.6,E
Bee Movie Game,Wii,2007.0,Action,0.3,0.33,62.0,7.6,E
Family Guy: Back to the Multiverse,PS3,2012.0,Action,0.12,0.26,40.0,6.4,M
Ride,PS4,2015.0,Racing,0.04,0.22,66.0,7.0,E
Dragon Age: Origins,PS3,2009.0,Role-Playing,0.96,1.67,87.0,7.9,M
Samurai Warriors Chronicles 3,PSV,2014.0,Action,0.0,0.06,70.0,7.9,T
Dead Space 3,PC,,Action,0.02,0.19,78.0,6.0,M
World Tour Soccer 2005,PS2,2004.0,Sports,0.08,0.16,68.0,9.0,E
Dragon Ball: Raging Blast,PS3,2009.0,Fighting,0.37,0.77,57.0,7.2,T
AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,0.21,0.24,60.0,5.3,T
2010 FIFA World Cup South Africa,PSP,2010.0,Sports,0.09,0.46,69.0,7.4,E
Romance of the Three Kingdoms XI,PS2,2007.0,Strategy,0.0,0.07,69.0,8.4,E10+
College Hoops 2K6,X360,2006.0,Sports,0.11,0.12,70.0,7.3,E
Rebelstar: Tactical Command,GBA,2005.0,Strategy,0.04,0.05,78.0,9.1,E10+
Spartan: Total Warrior,PS2,2005.0,Action,0.11,0.22,74.0,8.4,M
The Sims: House Party,PC,2001.0,Simulation,1.23,2.16,74.0,7.9,T
You Don't Know Jack,X360,2011.0,Misc,0.19,0.21,82.0,7.9,T
MLB 07: The Show,PS2,2007.0,Sports,0.77,0.93,83.0,8.6,E
Life is Strange,PC,2016.0,Adventure,0.01,0.04,83.0,8.6,M
NASCAR The Game: Inside Line,PS3,2012.0,Racing,0.07,0.08,76.0,4.5,E
ESPN NHL 2K5,XB,2004.0,Sports,0.32,0.42,88.0,8.5,E
Dance Central 2,X360,2011.0,Misc,1.45,2.04,86.0,8.2,T
Lost in Blue,DS,2005.0,Adventure,0.07,0.11,69.0,7.8,E10+
Iron Man 2,Wii,2010.0,Action,0.15,0.32,41.0,4.6,T
Blur,X360,2010.0,Racing,0.25,0.59,82.0,8.3,E10+
The BIGS,X360,2007.0,Sports,0.18,0.27,79.0,8.4,E
Devil May Cry 2,PS2,2003.0,Action,0.71,1.97,68.0,6.6,M
Halo 3,X360,2007.0,Shooter,7.97,12.12,94.0,7.8,M
Vanquish,PS3,2010.0,Shooter,0.21,0.61,84.0,8.1,M
Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,0.61,0.79,79.0,8.9,E
Happy Feet,Wii,2006.0,Action,0.12,0.14,46.0,6.7,E
Madagascar: Escape 2 Africa,PS3,2008.0,Action,0.12,0.23,58.0,6.8,E10+
Sonic Classic Collection,DS,2010.0,Platform,0.92,1.83,70.0,7.5,E
Planescape: Torment,PC,1998.0,Role-Playing,0.01,0.03,91.0,9.2,T
Mario Party DS,DS,2007.0,Misc,4.4,8.91,72.0,7.8,E
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,0.1,0.14,71.0,5.5,E10+
Data East Arcade Classics,Wii,2010.0,Misc,0.08,0.09,56.0,8.2,T
Alien Syndrome,PSP,2007.0,Role-Playing,0.07,0.08,51.0,6.0,T
NASCAR 09,PS3,2008.0,Racing,0.22,0.25,65.0,7.5,E
Mega Man Battle Chip Challenge,GBA,2003.0,Misc,0.08,0.11,54.0,8.3,E
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,1.33,3.71,88.0,8.1,M
Left 4 Dead,PC,2008.0,Shooter,0.0,0.02,89.0,9.2,M
Haze,PS3,2008.0,Shooter,0.49,0.99,55.0,6.5,M
Freedom Fighters,XB,2003.0,Shooter,0.17,0.23,82.0,8.2,T
Need for Speed: Most Wanted,X360,2012.0,Racing,0.62,1.56,83.0,8.5,T
NCAA Football 08,X360,2007.0,Sports,0.65,0.7,81.0,7.8,E
From Russia With Love,PSP,2006.0,Action,0.07,0.08,61.0,6.9,T
Banjo-Pilot,GBA,2005.0,Racing,0.07,0.1,68.0,5.9,E
Madden NFL 2002,PS2,2001.0,Sports,2.5,3.08,94.0,7.9,E
Conan,X360,2007.0,Action,0.16,0.19,69.0,7.3,M
Dark Cloud,PS2,2000.0,Role-Playing,0.83,1.54,80.0,8.2,T
Tornado Outbreak,PS3,2009.0,Action,0.08,0.09,69.0,7.6,E10+
NBA Live 08,PS3,2007.0,Sports,0.56,0.63,73.0,6.8,E
Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,0.22,0.58,71.0,7.1,E10+
River City Ransom EX,GBA,2004.0,Action,0.05,0.07,75.0,8.4,T
Boom Blox,Wii,2008.0,Puzzle,0.71,1.21,85.0,8.6,E
Test Drive Unlimited,X360,2006.0,Racing,0.23,0.32,82.0,8.0,E10+
Band Hero,DS,2009.0,Misc,0.2,0.43,65.0,7.0,E10+
Mario Golf: World Tour,3DS,2014.0,Sports,0.15,0.48,78.0,8.2,E
Rango: The Video Game,X360,2011.0,Action,0.06,0.13,68.0,8.0,E10+
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,0.14,0.15,77.0,8.5,M
Classic NES Series: Castlevania,GBA,2004.0,Platform,0.17,0.33,74.0,8.6,E
The Terminator: Dawn of Fate,XB,2002.0,Action,0.11,0.15,53.0,5.2,T
Phantom Crash,XB,2002.0,Simulation,0.03,0.05,74.0,8.3,T
Bomberman,PSP,2006.0,Puzzle,0.14,0.15,73.0,7.0,E
The Bureau: XCOM Declassified,X360,2013.0,Shooter,0.1,0.21,68.0,6.7,M
Dying Light,PC,2015.0,Action,0.12,0.2,75.0,7.9,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,0.04,0.06,64.0,7.1,M
Pro Race Driver,XB,2003.0,Racing,0.03,0.04,80.0,7.5,T
ESPN NFL Football,XB,2003.0,Sports,0.27,0.36,91.0,8.9,E
Ridge Racer,PSV,2011.0,Racing,0.03,0.17,44.0,3.7,E10+
Risen 3: Titan Lords,PS3,2014.0,Role-Playing,0.02,0.08,36.0,3.7,M
Grand Theft Auto: Vice City,PS2,2002.0,Action,8.41,16.15,95.0,8.7,M
Impossible Creatures,PC,2002.0,Strategy,0.0,0.01,72.0,8.0,T
Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,0.11,0.13,61.0,7.5,E
Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,0.2,1.73,78.0,8.1,T
Need for Speed Carbon,Wii,2006.0,Racing,0.45,1.28,67.0,7.3,E10+
[Prototype],X360,2009.0,Action,0.84,1.31,78.0,7.8,M
NBA Street Vol. 2,GC,,Sports,0.41,0.54,88.0,8.1,E
Onimusha Tactics,GBA,2003.0,Strategy,0.06,0.08,64.0,8.7,T
L.A. Noire: The Complete Edition,PC,2011.0,Adventure,0.08,0.25,83.0,7.9,M
Just Cause 2,X360,2010.0,Action,0.59,1.6,81.0,8.0,M
Mega Man X Collection,PS2,,Misc,0.12,0.24,73.0,8.8,E
DECA Sports Freedom,X360,2010.0,Sports,0.27,0.33,26.0,3.7,E10+
Dance Central,X360,2010.0,Misc,2.15,3.17,82.0,7.6,T
Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,0.13,0.26,67.0,8.4,T
X-Blades,PS3,2009.0,Action,0.07,0.13,50.0,5.9,M
Seven Samurai 20XX,PS2,2004.0,Action,0.04,0.08,52.0,7.0,T
Dynasty Warriors 6,PS3,2007.0,Action,0.18,0.71,59.0,7.3,T
Sonic Rivals 2,PSP,2007.0,Racing,0.44,1.48,60.0,7.8,E
Batman: Return to Arkham,XOne,2016.0,Action,0.05,0.11,77.0,8.2,T
NFL Head Coach,PS2,2006.0,Sports,0.38,0.45,66.0,6.9,E
Tiger Woods PGA Tour 2004,XB,2003.0,Sports,0.47,0.62,89.0,8.2,E
Tales of Symphonia,GC,2003.0,Role-Playing,0.54,1.1,86.0,8.5,T
The Sims: Unleashed,PC,2002.0,Simulation,2.03,3.76,79.0,8.0,T
Gears of War,X360,2006.0,Shooter,3.54,6.09,94.0,8.3,M
Resonance of Fate,PS3,2010.0,Role-Playing,0.2,0.73,72.0,8.0,T
Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,0.68,0.82,75.0,6.4,E
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,0.68,3.89,86.0,8.7,T
LEGO Batman: The Videogame,Wii,,Action,1.8,3.06,74.0,7.9,E10+
Need for Speed: Porsche Unleashed,PS,1999.0,Racing,0.43,0.77,78.0,8.5,E
Bully: Scholarship Edition,PC,2008.0,Action,0.0,0.03,72.0,7.5,T
Fire Pro Wrestling Returns,PS2,2005.0,Sports,0.04,0.09,78.0,8.5,T
Battlefield 3,X360,2011.0,Shooter,4.46,7.32,84.0,7.4,M
Ruff Trigger: The Vanocore Conspiracy,PS2,2006.0,Platform,0.01,0.02,57.0,7.0,E10+
The Suffering: Ties That Bind,PS2,2005.0,Action,0.09,0.17,75.0,8.0,M
Assassin's Creed III,X360,2012.0,Action,3.13,5.29,84.0,6.7,M
Looney Tunes: Back in Action,GC,2003.0,Platform,0.13,0.17,64.0,5.0,E
Need for Speed Underground,PS2,2003.0,Racing,3.27,7.2,85.0,8.6,E
Pirates of the Caribbean: At World's End,PSP,2007.0,Action,0.15,0.42,61.0,7.0,T
TimeShift,PS3,2007.0,Shooter,0.14,0.16,70.0,6.3,M
WWE Crush Hour,PS2,2003.0,Racing,0.17,0.35,56.0,5.3,T
NCAA Football 07,X360,2006.0,Sports,0.67,0.73,79.0,6.9,E
Guitar Hero: Metallica,PS3,2009.0,Misc,0.28,0.62,86.0,8.0,T
Dungeons 2,PS4,2016.0,Role-Playing,0.01,0.01,61.0,7.9,T
Star Trek: Shattered Universe,XB,2004.0,Simulation,0.03,0.04,41.0,4.0,E
Jeanne d'Arc,PSP,2006.0,Role-Playing,0.21,0.33,87.0,8.2,T
The Eye of Judgment,PS3,2007.0,Misc,0.28,0.33,75.0,8.2,T
Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,0.22,0.3,72.0,7.5,E
Major League Baseball 2K11,PC,2011.0,Sports,0.06,0.08,74.0,5.9,E
NBA 2K15,XOne,2014.0,Sports,1.37,1.72,82.0,6.3,E
Nintendo Land,WiiU,2012.0,Misc,2.52,4.42,77.0,7.9,E10+
SimCity Creator,DS,2008.0,Simulation,0.29,0.34,69.0,7.3,E
LEGO Harry Potter: Years 5-7,3DS,,Action,0.18,0.4,71.0,6.5,E10+
Digimon World 4,XB,2005.0,Role-Playing,0.02,0.03,54.0,8.8,E
Castlevania: Dawn of Sorrow,DS,2005.0,Platform,0.34,0.43,89.0,8.5,T
Marvel Super Hero Squad,Wii,2009.0,Fighting,0.3,0.36,49.0,6.2,E10+
Catwoman,PS2,2004.0,Action,0.08,0.17,46.0,6.9,T
The World Ends With You,DS,2007.0,Role-Playing,0.49,0.78,88.0,8.9,T
Dragoneer's Aria,PSP,2007.0,Role-Playing,0.02,0.07,56.0,6.0,E10+
Disney Universe,PS3,2011.0,Action,0.3,0.61,70.0,6.9,E10+
WWE Road to WrestleMania X8,GBA,2002.0,Fighting,0.19,0.27,73.0,7.5,E
Knights Contract,PS3,2011.0,Action,0.04,0.08,51.0,6.0,M
Singularity,PS3,,Shooter,0.17,0.24,77.0,7.7,M
Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,0.07,0.07,49.0,5.5,T
Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,0.0,0.05,,,E
Turok: Evolution,GC,2002.0,Shooter,0.3,0.38,70.0,7.0,M
Medal of Honor: Warfighter,X360,2012.0,Action,0.59,1.15,53.0,5.4,M
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004.0,Action,0.22,0.44,47.0,7.8,T
NHL Hitz Pro,PS2,2003.0,Sports,0.09,0.19,79.0,8.9,E
Trapt,PS2,2005.0,Action,0.03,0.06,60.0,7.9,M
Chicken Run,PS,2000.0,Adventure,0.07,0.13,75.0,6.2,E
Ace Combat: Assault Horizon,X360,2011.0,Action,0.3,0.49,78.0,6.2,T
Guinness World Records: The Videogame,DS,2008.0,Action,0.47,0.52,70.0,,E
Shrek Swamp Kart Speedway,GBA,2002.0,Racing,0.22,0.3,27.0,8.9,E
Pro Evolution Soccer 2008,PS2,2007.0,Sports,0.05,3.63,82.0,7.9,E
Phantasy Star Universe,PS2,2006.0,Role-Playing,0.0,0.19,68.0,8.5,T
GT Legends,PC,2005.0,Racing,0.0,0.02,84.0,8.6,E
Sonic Advance 3,GBA,2004.0,Platform,0.74,1.4,79.0,8.4,E
NBA Live 2005,PS2,2004.0,Sports,2.03,2.59,84.0,8.1,E
The Sims 2: Seasons,PC,2007.0,Simulation,0.01,0.07,78.0,7.3,T
Super Dungeon Bros,PS4,2016.0,Action,0.01,0.01,42.0,2.3,E10+
Fallout: New Vegas,PC,2010.0,Role-Playing,0.59,1.17,84.0,8.6,M
Legendary,PC,2008.0,Shooter,0.0,0.02,50.0,6.6,M
Wolfenstein: The Old Blood,XOne,2015.0,Action,0.07,0.15,75.0,8.0,
Persona 4: Golden,PSV,2012.0,Role-Playing,0.36,1.12,93.0,9.2,M
Rapala Fishing Frenzy 2009,X360,2008.0,Sports,0.04,0.05,41.0,7.2,E
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,0.42,0.78,81.0,7.7,E
MLB 2006,PS2,2005.0,Sports,0.33,0.4,81.0,9.0,E
StarCraft,PC,1998.0,Strategy,0.0,0.05,88.0,9.1,T
Puppeteer,PS3,2013.0,Platform,0.11,0.26,80.0,8.5,E10+
